group,n,mean,sd,range,sigma,min_resolvable_effect,seeds,trials,objectives
reference,5,2.7895981907844543,0.005818298208787483,0.01416623592376709,0.005818298208787483,0.016456632473596692,"[42, 43, 44, 45, 46]","[0, 1, 2, 3, 4]","[2.7806457579135895, 2.7880666255950928, 2.7897994220256805, 2.7946671545505524, 2.7948119938373566]"
