attention_fraction,attention_placement,cfg,d_conv,d_model,d_state,final_mqar_acc,final_mqar_proxy_ppl,final_wikitext_ppl,head_dim,last_train_loss,learning_rate,mamba_expand,max_grad_norm,mlp_expand,model_type,mqar_acc_step_1000,mqar_acc_step_200,mqar_acc_step_400,mqar_acc_step_600,mqar_acc_step_800,mqar_proxy_ppl_step_1000,mqar_proxy_ppl_step_200,mqar_proxy_ppl_step_400,mqar_proxy_ppl_step_600,mqar_proxy_ppl_step_800,n_layers,n_non_embedding_params,n_params,n_special_layers,number,score,state,train_lm_loss_step_1000,train_lm_loss_step_200,train_lm_loss_step_400,train_lm_loss_step_600,train_lm_loss_step_800,train_mqar_loss_step_1000,train_mqar_loss_step_200,train_mqar_loss_step_400,train_mqar_loss_step_600,train_mqar_loss_step_800,train_total_loss_step_1000,train_total_loss_step_200,train_total_loss_step_400,train_total_loss_step_600,train_total_loss_step_800,transformer_dropout,warmup_ratio,weight_decay,wikitext_ppl_step_1000,wikitext_ppl_step_200,wikitext_ppl_step_400,wikitext_ppl_step_600,wikitext_ppl_step_800
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 4, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0576171875,16.062775537622887,1163.339148856052,64,9.325374603271484,0.002306432040442484,,2.0,2.0,transformer,0.0546875,0.0625,0.09375,0.07421875,0.07421875,16.047831484835456,17.42720039220352,15.894787271878915,16.34637806385157,15.985266919070265,4,2141696,15007488,0,4,-0.2953352987766266,COMPLETE,6.544125080108643,7.430467128753662,7.045012474060059,6.788045883178711,6.89626407623291,2.78125,2.89892578125,2.818359375,2.783203125,2.7744140625,9.325374603271484,10.32939338684082,9.863371849060059,9.571249008178711,9.67067813873291,0.1,0.05187906217433661,0.06464058640415105,1240.2883946376803,1733.9051097807235,1455.00438943648,1481.6444284772292,1183.7809919750262
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.06640625,16.033390628078692,946.918315509978,64,9.279300689697266,0.0005548564976918174,,0.5,3.0,transformer,0.046875,0.0703125,0.078125,0.0625,0.0625,16.167774287078654,16.527963614643323,16.45448598897535,16.283643419669247,16.082149994482712,6,3983872,16849664,0,5,-0.2762543916702271,COMPLETE,6.513187885284424,7.104979515075684,6.697569847106934,6.693904876708984,6.545433521270752,2.76611328125,2.7451171875,2.76708984375,2.796875,2.76416015625,9.279300689697266,9.850096702575684,9.464659690856934,9.490779876708984,9.309593200683594,0.0,0.00902897700544083,0.1071549368149517,1024.89310894707,1374.0272413618432,1099.525944212506,1163.8115916804977,956.7753918038856
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0498046875,16.112607672397914,980.6876864491466,64,9.41644287109375,0.0004404085862095114,,0.5,3.0,transformer,0.03125,0.0390625,0.0390625,0.0625,0.05859375,16.103759183188643,17.25994798223072,16.68506754023105,16.24591994390963,16.115558249103675,6,3983872,16849664,0,10,-0.29460801482200627,COMPLETE,6.633239269256592,7.066413879394531,6.5986328125,6.623218059539795,6.486050605773926,2.783203125,2.9013671875,2.787109375,2.775390625,2.8212890625,9.41644287109375,9.967781066894531,9.3857421875,9.398609161376953,9.307339668273926,0.0,0.025792695260149195,0.18153295905650355,1057.0057683640227,1355.9620008828122,1158.0283218288237,1162.6975109711589,981.8098175884575
0.0,none,"{""d_conv"": 3, ""d_model"": 256, ""d_state"": 64, ""mamba_expand"": 1, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",3,256,64,0.064453125,16.069149362974283,3063.0964515019596,64,10.430249214172363,0.0005202962381692875,1,0.5,3.0,mamba_only,0.05859375,0.0703125,0.046875,0.06640625,0.05859375,16.123429095466964,25.23522830219505,22.326491337901594,22.422084463549407,16.828251013418566,6,4938824,17804616,0,11,-0.33690595477819446,COMPLETE,7.654370307922363,16.3759822845459,9.326616287231445,7.950376510620117,7.624057292938232,2.77587890625,3.40869140625,2.9462890625,3.076904296875,2.818359375,10.430249214172363,19.7846736907959,12.272905349731445,11.027280807495117,10.44241714477539,,0.030826836357545077,0.19211911844076673,3346.9401227288154,11902224.236993317,25044.29358212102,6147.556455296329,3187.444821169372
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0810546875,16.037305507958667,976.6122047402567,64,9.34139633178711,0.0004957571444097859,,0.5,3.0,transformer,0.0703125,0.04296875,0.05078125,0.05078125,0.07421875,16.08804053223305,16.519895289875763,16.662678309931056,16.489674134905655,16.169748012802515,6,3983872,16849664,0,12,-0.2631497949361801,COMPLETE,6.561611652374268,7.043224334716797,6.727933406829834,6.552261829376221,6.386994361877441,2.77978515625,2.8203125,2.8046875,2.82275390625,2.76513671875,9.34139633178711,9.863536834716797,9.532621383666992,9.375015258789062,9.152131080627441,0.0,0.026439561087246384,0.1494836458792489,1046.0653249019886,1361.9029210889148,1126.5304476511615,1182.3734748521838,984.660381218153
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 4.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 8, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.05078125,16.18431168309923,934.9118008652449,32,9.057821273803711,0.0007138061388179561,,1.0,4.0,transformer,0.02734375,0.078125,0.0546875,0.0703125,0.046875,16.19641690486204,16.70850662957961,16.252862432715045,16.259807888305414,16.227090990704905,6,4771840,17637632,0,14,-0.29124135971069337,COMPLETE,6.265829563140869,7.145112991333008,6.690544605255127,6.446898460388184,6.418275833129883,2.7919921875,2.8095703125,2.81591796875,2.83349609375,2.78369140625,9.057821273803711,9.954683303833008,9.506462097167969,9.280394554138184,9.201967239379883,0.0,0.012874590992482584,0.12061034623622015,1022.899658965786,1306.3268685748828,1095.409957539728,1124.7231080051313,957.2943755946718
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 4.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 8, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.048828125,16.149775165480552,960.2846870357266,32,9.283384323120117,0.0007805406221426413,,1.0,4.0,transformer,0.03125,0.0703125,0.04296875,0.0625,0.05859375,16.12441322151393,17.18846090819635,16.6962734343023,16.186534412701317,15.87927259544232,6,4771840,17637632,0,21,-0.2945333644747734,COMPLETE,6.508481979370117,7.056057453155518,6.813130855560303,6.4978532791137695,6.517016410827637,2.77490234375,2.7744140625,2.828125,2.7939453125,2.7373046875,9.283384323120117,9.83047103881836,9.641256332397461,9.29179859161377,9.254321098327637,0.0,0.012529912077960071,0.1170261146814456,1039.217080419002,1390.9701455691052,1183.5669357933189,1197.938508121384,957.3510941109123
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0703125,16.09344208718742,1038.9903968221365,64,9.285303115844727,0.0002977160611229249,,0.5,2.667,transformer,0.09375,0.08984375,0.078125,0.05859375,0.078125,16.035103270420887,16.612919305175964,16.572409890244206,16.43040038314636,16.228081443964932,8,5038080,17903872,0,22,-0.2769877374172211,COMPLETE,6.503564357757568,7.156528949737549,6.8643622398376465,6.797847747802734,6.690472602844238,2.78173828125,2.84033203125,2.8505859375,2.84033203125,2.7568359375,9.285303115844727,9.99686050415039,9.714948654174805,9.638179779052734,9.447308540344238,0.0,0.019318176005345362,0.12966566562387846,1122.0895631462033,1366.429480365154,1190.6275655922364,1239.2675880744803,1032.9598898088868
0.0,none,"{""d_conv"": 4, ""d_model"": 192, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 3, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,192,,0.0556640625,16.249638765462002,1122.6939690360548,64,9.577810287475586,0.00024234961058442682,,0.5,2.667,transformer,0.0546875,0.0703125,0.0390625,0.046875,0.078125,16.261792849285467,17.874262275116802,16.870415460574968,16.423382058146643,16.240962839031273,8,2795392,12444736,0,23,-0.29551025778055195,COMPLETE,6.791677474975586,7.195741176605225,6.91456413269043,6.698484897613525,6.740428924560547,2.7861328125,2.86962890625,2.83447265625,2.7919921875,2.7890625,9.577810287475586,10.065370559692383,9.74903678894043,9.490476608276367,9.529491424560547,0.0,0.035853026844418864,0.008671419184671694,1187.5433700851227,1435.5896911658324,1270.9978965531368,1351.3333435421187,1116.0848584809146
0.333,uniform,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 16, ""mamba_expand"": 4, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 4, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [3], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",4,256,16,0.052734375,16.143615690065523,1184.4145329219302,64,8.978452682495117,0.001162121891661192,4,0.5,2.667,mamba_attn,0.0625,0.0703125,0.05859375,0.05859375,0.078125,16.266756311948548,37.373865610342875,18.864585418578233,17.983142916325477,16.960236621931312,4,4844656,17710448,1,28,-0.30111581832170486,COMPLETE,6.225034236907959,9.81224250793457,7.321259021759033,6.46910285949707,6.172122478485107,2.75341796875,3.1998291015625,3.079345703125,3.2373046875,2.86474609375,8.978452682495117,13.01207160949707,10.400604248046875,9.70640754699707,9.036869049072266,,0.04060248165292939,0.15124851537982337,1308.925563074525,24386.81311637722,1951.6022913807515,1984.8870113737626,1155.1198634020627
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0546875,16.140659976359206,961.9958058452133,64,9.160377502441406,0.0005520694987657366,,1.0,3.0,transformer,0.0703125,0.0703125,0.078125,0.0625,0.08203125,16.14115255772718,16.94471616733184,16.198394127212616,16.326436163113183,16.211251957321085,8,5300736,18166528,0,37,-0.28876300454139714,COMPLETE,6.3786396980285645,7.120742321014404,6.741267681121826,6.562863826751709,6.312148094177246,2.78173828125,2.83544921875,2.78955078125,2.78857421875,2.767578125,9.160377502441406,9.956192016601562,9.530818939208984,9.351438522338867,9.079726219177246,0.0,0.01657298362225999,0.1139540013922134,1041.7827898015614,1374.0115169579376,1143.5755256683167,1178.9040190369935,974.083380538141
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 4.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 8, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.068359375,16.06056980254898,1006.4521631981916,32,9.343955993652344,0.0010134421331527263,,1.0,4.0,transformer,0.05859375,0.08984375,0.0625,0.0625,0.07421875,16.03412459525439,15.960893937306038,17.364556610315777,16.12146102356273,16.413361079716932,6,4771840,17637632,0,51,-0.2773499608039856,COMPLETE,6.5744242668151855,7.224879741668701,6.725992202758789,6.620378494262695,6.430349349975586,2.76953125,2.7431640625,2.751953125,2.79150390625,2.8037109375,9.343955993652344,9.96804428100586,9.477945327758789,9.411882400512695,9.234060287475586,0.0,0.013324688371058178,0.10822507697611816,1057.5516365174224,1428.9591696423936,1218.5449008081605,1237.4320464913037,1012.5481788026171
