attention_fraction,attention_placement,cfg,d_conv,d_model,d_state,final_mqar_acc,final_mqar_proxy_ppl,final_wikitext_ppl,head_dim,last_train_loss,learning_rate,mamba_expand,max_grad_norm,mlp_expand,model_type,mqar_acc_step_1200,mqar_acc_step_1500,mqar_acc_step_300,mqar_acc_step_600,mqar_acc_step_900,mqar_proxy_ppl_step_1200,mqar_proxy_ppl_step_1500,mqar_proxy_ppl_step_300,mqar_proxy_ppl_step_600,mqar_proxy_ppl_step_900,n_layers,n_non_embedding_params,n_params,n_special_layers,number,score,state,transformer_dropout,warmup_ratio,weight_decay,wikitext_ppl_step_1200,wikitext_ppl_step_1500,wikitext_ppl_step_300,wikitext_ppl_step_600,wikitext_ppl_step_900
0.0,none,"{""d_conv"": 4, ""d_model"": 384, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 4.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 12, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,384,,,,,32,,0.000348003230158435,,0.5,4.0,transformer,,,0.0,0.0,,,,17269.78751203504,19916.264574374152,,6,10696704,29995392,0,57,-6.805544495582581,PRUNED,0.1,0.09831941195238374,0.16790359611179237,,,1067.640806330268,902.8392280893063,
,,,4,128,64,,,,32,,,3,,2.667,mamba_only,,,,,,,,,,,8,,,,58,,PRUNED,,,,,,,,
0.333,late,,3,256,16,,,,64,,,1,,2.0,mamba_attn,,,,,,,,,,,2,,,,59,,PRUNED,,,,,,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 384, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 12, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 12, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,384,,,,,32,,0.0010937633759637608,,1.0,2.667,transformer,,,0.0,,,,,18593.48270787642,,,12,16618752,35917440,0,60,-6.984596371650696,PRUNED,0.0,0.08280876681138272,0.10742290714458178,,,1079.870463424037,,
0.0,none,"{""d_conv"": 4, ""d_model"": 384, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 4.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 12, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,384,,,,,64,,0.001787923188594791,,0.5,4.0,transformer,,,0.0,,,,,11821.62247625893,,,12,21343488,40642176,0,61,-7.011967420578003,PRUNED,0.0,0.09900660310705313,0.18819537808593562,,,1109.8358722968885,,
0.0,none,"{""d_conv"": 4, ""d_model"": 384, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 12, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,384,,,,,64,,0.0028150711591781435,,0.5,2.0,transformer,,,0.0,,,,,21340.965960033707,,,12,14256384,33555072,0,62,-7.0399006605148315,PRUNED,0.0,0.09961348033933666,0.1974530453326391,,,1141.2742274033578,,
0.5,early,"{""d_conv"": 4, ""d_model"": 384, ""d_state"": 128, ""mamba_expand"": 4, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 4, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [0, 1], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",4,384,128,,,,64,,0.0009592660949268001,4,0.5,3.0,mamba_attn,,,0.0,,,,,50104143.02834087,,,4,10270096,29568784,2,63,-9.008209943771362,PRUNED,,0.08498457053053725,0.19357293944658885,,,8169.883626673271,,
0.125,uniform,"{""d_conv"": 4, ""d_model"": 384, ""d_state"": 16, ""mamba_expand"": 3, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 12, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [5, 11], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",4,384,16,,,,64,,0.0012972374195394994,3,0.5,2.667,mamba_attn,,,0.0,,,,,134451.65364305303,,,12,28888924,48187612,2,64,-8.029281497001648,PRUNED,,0.08614652974200829,0.19981301506714078,,,3069.5354103678596,,
,,,,64,,,,,64,,,,,4.0,transformer,,,,,,,,,,,12,,,,65,,PRUNED,0.0,,,,,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 384, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 12, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,384,,,,,64,,0.001433490790663921,,1.0,2.667,transformer,,,0.0,0.0,,,,15044.600184412815,33709.57192437982,,12,16618752,35917440,0,66,-6.799558758735657,PRUNED,0.0,0.09634029943192897,0.07299696312463917,,,1055.219018582278,897.4512117660834,
0.5,late,,3,128,64,,,,32,,,4,,4.0,mamba_attn,,,,,,,,,,,12,,,,67,,PRUNED,,,,,,,,
0.333,early,,4,64,128,,,,64,,,1,,2.0,mamba_attn,,,,,,,,,,,8,,,,68,,PRUNED,,,,,,,,
,,,,128,,,,,64,,,,,4.0,transformer,,,,,,,,,,,2,,,,69,,PRUNED,0.05,,,,,,,
,,,,384,,,,,64,,,,,4.0,transformer,,,,,,,,,,,4,,,,70,,PRUNED,0.0,,,,,,,
0.125,middle,"{""d_conv"": 2, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 4.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 12, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [5, 6], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",2,256,32,0.0,108061.3177094439,962.3198281153302,64,4.010711669921875,0.0028139892313971977,2,0.5,4.0,mamba_attn,0.0,0.0,0.0,0.0,0.0,120609.9884498094,111546.0046798264,69175.99440001168,74642.02641795306,73073.3309875621,12,14113392,26979184,2,71,-0.3434673428535462,COMPLETE,,0.08221754404638958,0.19390116249864064,831.2579921394637,1123.570900738154,1055.3889771377414,591.3890340131085,754.6614373359846
0.125,middle,,2,192,32,,,,32,,,2,,4.0,mamba_attn,,,,,,,,,,,4,,,,72,,PRUNED,,,,,,,,
0.125,middle,,2,384,32,,,,64,,,2,,4.0,mamba_attn,,,,,,,,,,,12,,,,73,,PRUNED,,,,,,,,
0.125,middle,,2,256,32,,,,64,,,3,,3.0,mamba_attn,,,,,,,,,,,6,,,,74,,PRUNED,,,,,,,,
