number,state,loss,mamba_expand,depth_tier,d_state,ska_n_heads,ska_rank,n_ska_layers,placement,ska_ridge,ska_layerscale_init,norm_clip_multiplier,gamma_value,ska_power_K,beta_policy,learning_rate,weight_decay,warmup_ratio,grad_clip,n_layers,d_inner,param_count,ska_delta,per_device_batch_size,tokens_per_sec,worker_id,peak_memory_gib,failure_kind
0,COMPLETE,4.450968623161316,3,full,8,1,8,4,late,0.005164816016538545,0.2619410604326627,1.25,0.9,1,learned,0.002694709607015308,0.0,0.06,0.5,11,192,2931776,0.020479917526245117,24,123952.28390435832,0,4.493093967437744,
1,COMPLETE,4.765260934829712,2,lean,8,8,32,2,even,0.02787856752005809,0.010683581653918382,0.75,1.0,2,learned,0.0015291228138939784,0.15,0.01,0.5,12,128,2898992,0.020945489406585693,24,304791.7997253068,7,4.492724418640137,
2,COMPLETE,4.318740367889404,3,full,32,1,24,4,midlate,0.016298649450717333,0.12909734525538646,1.25,0.9,2,learned,0.0046990226919781854,0.0,0.01,1.0,11,192,2976400,0.023612558841705322,24,131812.70395399563,2,4.493578910827637,
3,COMPLETE,4.552704870700836,3,full,16,2,16,2,midlate,0.014453851537742347,0.21797538765535132,1.0,0.9,2,one,0.0021495555856769007,0.0,0.02,0.5,11,192,2931116,0.008455038070678711,24,70785.78457348459,4,4.493053913116455,
4,COMPLETE,4.414880812168121,1,lean,24,4,32,3,late,0.017054589878702026,0.18219719180424548,1.0,1.05,1,linear,0.0033984774725454654,0.05,0.01,0.5,15,64,2921616,0.10904628038406372,24,236926.26763930987,6,4.493022441864014,
5,COMPLETE,4.625857293605804,2,lean,32,4,32,3,even,0.025366164506590218,0.02997247674787111,0.8164965809277261,1.0,2,linear,0.0018854712657013386,0.1,0.04,1.0,12,128,2930412,0.0232236385345459,24,305049.7695507229,1,4.493068218231201,
6,COMPLETE,4.412088751792908,2,full,24,4,16,3,midlate,0.020047989036287694,0.06784128875584286,1.25,1.05,1,learned,0.0034117478840903354,0.15,0.06,1.0,13,128,2958772,0.046474337577819824,24,357610.965376556,5,4.493409156799316,
7,COMPLETE,4.418130576610565,3,lean,16,8,24,6,late,0.006605390015965444,0.0116529975569647,0.8164965809277261,1.0,2,head_scalar,0.003130753223048202,0.05,0.01,1.0,10,192,3025688,0.02850431203842163,24,189894.62058598263,3,4.4941301345825195,
8,COMPLETE,4.713413178920746,2,lean,16,2,16,2,midlate,0.0055537402022251955,0.09000702530259014,1.0,1.0,1,one,0.0016937361062136053,0.05,0.02,0.5,12,128,2853856,0.016142666339874268,24,515959.11590523156,0,4.492204666137695,
9,COMPLETE,4.626318156719208,2,full,16,1,8,6,even,0.01146051193430312,0.2691669467255838,0.75,0.9,2,linear,0.0019049755328313905,0.0,0.06,1.0,13,128,2950558,0.019864022731781006,24,370309.33927767933,4,4.493337631225586,
10,COMPLETE,4.605879962444305,1,lean,16,8,8,6,even,0.0036658080509350544,0.24308740371993673,1.25,0.9,2,head_scalar,0.0022184998305962663,0.05,0.06,0.5,15,64,2929284,0.01613032817840576,24,333848.18214102666,2,4.493119716644287,
11,COMPLETE,4.586810648441315,3,lean,24,1,16,3,midlate,0.008323055092861457,0.1460218370952145,0.8164965809277261,1.05,2,learned,0.0020041165751165262,0.0,0.01,1.0,10,192,2870603,0.010756611824035645,24,527591.3495651996,5,4.492384910583496,
12,COMPLETE,4.556216537952423,3,lean,24,2,16,3,late,0.023127819061629244,0.16279018352272737,1.25,1.05,1,learned,0.0021740674324120485,0.0,0.01,0.5,10,192,2876942,0.035980939865112305,24,545296.7406739291,0,4.492453575134277,
13,COMPLETE,4.355749785900116,2,lean,16,2,16,2,even,0.01765147096037899,0.29241536199788326,0.75,1.0,1,learned,0.004581252795211304,0.05,0.01,1.0,12,128,2854116,0.049082159996032715,24,550939.9675248668,4,4.492212295532227,
14,COMPLETE,4.377855062484741,3,lean,24,4,24,3,midlate,0.0042977965035071305,0.005514393192583889,0.8164965809277261,0.9,1,linear,0.0030207104081581403,0.1,0.06,0.5,10,192,2901908,0.07192033529281616,24,427404.2297253032,5,4.492732524871826,
15,COMPLETE,4.4391770362854,3,full,24,8,8,6,even,0.011102341596793013,0.02121900324689482,1.25,1.05,1,head_scalar,0.002949720525281823,0.0,0.01,0.5,11,192,3017548,0.01616615056991577,24,378043.09534860053,6,4.494057655334473,
16,COMPLETE,4.807741820812225,1,full,16,8,24,6,even,0.006957325025960543,0.029276778734029143,0.8164965809277261,1.0,1,one,0.0015414229658645927,0.0,0.01,1.0,16,64,3079680,0.043992578983306885,24,183806.70745169086,1,4.494802474975586,
17,COMPLETE,4.617214739322662,3,full,16,2,24,2,late,0.025382888827848542,0.07530487827850674,0.75,1.0,2,learned,0.001813215035031031,0.1,0.04,1.0,11,192,2935472,0.01664137840270996,24,549717.7001274579,7,4.493107318878174,
18,COMPLETE,4.388808727264404,3,full,32,8,8,3,midlate,0.005938164030373071,0.1843741150037907,1.0,1.0,2,one,0.0035004529514394956,0.0,0.01,0.5,11,192,2980108,0.0063517093658447266,24,487049.7784161784,0,4.493602752685547,
19,COMPLETE,4.802019834518433,1,lean,8,2,8,2,midlate,0.007111877075235377,0.1260633801044074,0.8164965809277261,0.9,2,learned,0.001530131170267512,0.05,0.06,0.5,15,64,2834600,0.011999130249023438,24,454610.1520847483,4,4.4920477867126465,
20,COMPLETE,4.372253179550171,1,full,16,4,24,2,late,0.029755258054515985,0.008452196547787862,1.25,1.0,2,linear,0.004967355007300705,0.0,0.06,1.0,16,64,2924040,0.031108975410461426,24,401843.6103981919,2,4.493046760559082,
21,COMPLETE,4.762890875339508,1,lean,24,4,16,4,midlate,0.02164730882842408,0.11346125444422121,0.75,1.05,1,head_scalar,0.0015692954806558175,0.05,0.06,1.0,15,64,2912788,0.034739792346954346,24,403407.2088023904,4,4.492929458618164,
22,COMPLETE,4.569258868694305,3,lean,32,8,16,4,even,0.010802983653779966,0.1683146906828675,1.0,0.9,1,head_scalar,0.0018857804796485838,0.1,0.04,1.0,10,192,2949192,0.041151225566864014,24,384532.1083920258,7,4.493257522583008,
23,COMPLETE,4.448999643325806,3,lean,32,1,16,3,late,0.006522642010982404,0.010357828113952928,1.25,1.05,2,linear,0.002808465284936677,0.1,0.02,1.0,10,192,2881643,0.013795435428619385,24,514122.978494503,5,4.492499351501465,
24,COMPLETE,4.377598345279694,2,lean,8,1,24,2,even,0.005204501325212936,0.009838393743516203,0.8164965809277261,0.9,1,head_scalar,0.0036159811741448148,0.1,0.06,1.0,12,128,2838562,0.029491007328033447,24,533454.8560338871,0,4.492048263549805,
25,COMPLETE,4.670452952384949,2,full,32,8,16,2,late,0.00472892978420098,0.11019477881378555,0.75,1.0,1,linear,0.0017177914448874253,0.15,0.02,1.0,13,128,2973256,0.03054589033126831,24,495182.717011587,6,4.493551731109619,
26,COMPLETE,4.808619499206543,1,lean,32,2,32,4,late,0.006315982264388461,0.1494872735458799,1.0,1.05,2,one,0.001514354211650433,0.05,0.02,0.5,15,64,2929332,0.013873457908630371,24,342104.3831346034,2,4.493093490600586,
27,COMPLETE,4.279840409755707,3,lean,24,1,24,4,midlate,0.011762828083430207,0.010820196737903374,1.0,0.9,1,head_scalar,0.0049419345920228815,0.15,0.04,1.0,10,192,2884876,0.050039589405059814,24,420737.930086685,3,4.492547988891602,
28,COMPLETE,4.512255609035492,3,full,8,1,24,2,midlate,0.00586433799825004,0.06485899269429256,0.75,1.05,1,learned,0.0022443386310518404,0.15,0.06,0.5,11,192,2917054,0.018775582313537598,24,529165.6265806621,5,4.492912769317627,
29,COMPLETE,4.721492767333984,3,full,24,4,8,6,even,0.00422296533419485,0.04129764090990971,0.8164965809277261,1.05,2,one,0.0015380589446876286,0.1,0.02,0.5,11,192,2992924,0.013497471809387207,24,391013.65449196857,0,4.493771553039551,
30,COMPLETE,4.381935894489288,1,lean,24,8,24,2,late,0.0034406545709243256,0.04371848850118691,0.8164965809277261,1.05,1,learned,0.004173440666028374,0.05,0.06,0.5,15,64,2913556,0.06636041402816772,24,358330.1268452421,4,4.492924690246582,
31,COMPLETE,4.2913402915000916,3,lean,32,8,24,3,midlate,0.004174131096501721,0.005449057789304044,0.8164965809277261,1.0,1,one,0.005300289343111851,0.15,0.01,1.0,10,192,2949032,0.04083937406539917,24,322411.71020258794,6,4.493243217468262,
32,COMPLETE,4.72709983587265,1,lean,16,8,8,4,midlate,0.010711987686376023,0.010856360843100016,1.25,0.9,2,learned,0.0018012899817786512,0.1,0.01,1.0,15,64,2898292,0.023349344730377197,24,381938.25545372185,5,4.492761135101318,
33,COMPLETE,4.334576785564423,3,full,24,2,8,4,midlate,0.00477694818765026,0.14331577886408178,1.0,0.9,1,learned,0.00414179010743976,0.1,0.02,0.5,11,192,2960420,0.014214634895324707,24,460049.7860136302,7,4.493407249450684,
34,COMPLETE,4.668263852596283,2,full,8,2,16,3,late,0.003529308783557798,0.11224176026040958,1.25,1.0,1,learned,0.0016907487421677634,0.0,0.06,0.5,13,128,2917390,0.028989195823669434,24,479681.39709899435,3,4.492951393127441,
35,COMPLETE,4.689874887466431,3,lean,8,2,8,6,even,0.01554745784681917,0.03226359432141338,0.75,1.0,1,linear,0.0016711800983492124,0.15,0.01,0.5,10,192,2880212,0.027117550373077393,24,438058.95696297206,0,4.49251651763916,
36,COMPLETE,4.3712809681892395,1,lean,24,1,16,3,midlate,0.02395152977319701,0.012556026939755022,1.25,0.9,1,head_scalar,0.00481686593864028,0.0,0.06,0.5,15,64,2877831,0.027762770652770996,24,473382.2200362341,2,4.492531776428223,
37,COMPLETE,4.424784481525421,1,full,24,1,16,4,even,0.009696195811435139,0.06322989068836461,0.75,0.9,1,linear,0.00355026390485275,0.1,0.04,0.5,16,64,2941700,0.049970269203186035,24,365940.16543049685,1,4.4932708740234375,
38,COMPLETE,4.487615525722504,1,lean,32,2,24,3,midlate,0.007028849192778098,0.12830016282340811,0.8164965809277261,0.9,2,head_scalar,0.002756678393628249,0.15,0.04,1.0,15,64,2906682,0.017367660999298096,24,380281.2106669913,7,4.492840766906738,
39,COMPLETE,4.445619165897369,1,full,8,8,8,3,late,0.008485280661362648,0.06890912040711866,0.75,0.9,2,head_scalar,0.003607273803109168,0.15,0.06,1.0,16,64,2914200,0.01959371566772461,24,441669.793202441,3,4.49295711517334,
40,COMPLETE,4.488855719566345,3,lean,8,8,8,3,even,0.019891092382157582,0.012513494265718015,0.8164965809277261,1.05,1,learned,0.0024884164509281627,0.05,0.06,0.5,10,192,2868320,0.018511414527893066,24,497019.40431954036,4,4.492360591888428,
41,COMPLETE,4.703288733959198,1,lean,8,2,24,6,even,0.007834713088439672,0.015632736602915226,1.0,1.05,1,linear,0.0017459220808567358,0.05,0.06,0.5,15,64,2901168,0.048927247524261475,24,308854.8197629039,5,4.492822170257568,
42,COMPLETE,4.337095320224762,3,full,8,1,32,6,midlate,0.01459213611584147,0.018009457941876115,1.25,1.0,1,one,0.004113256709397058,0.1,0.01,0.5,11,192,2968636,0.057666897773742676,24,367800.4952713299,2,4.493504047393799,
43,COMPLETE,4.376653015613556,3,full,24,1,16,4,even,0.0033665744857350566,0.20910082417309742,0.8164965809277261,1.0,1,one,0.0037237593868195648,0.0,0.01,1.0,11,192,2959900,0.01998955011367798,24,481042.43035611784,0,4.493391990661621,
44,COMPLETE,4.350105166435242,2,full,8,1,32,6,midlate,0.019700558964785855,0.09635740740900696,0.75,1.0,1,head_scalar,0.003608591500785679,0.15,0.06,0.5,13,128,2954254,0.07897001504898071,24,340735.77109574754,1,4.493383407592773,
45,COMPLETE,4.315220236778259,3,full,24,1,8,4,late,0.008170385382049568,0.0597328743140523,1.25,1.0,1,linear,0.005361982554531519,0.0,0.02,1.0,11,192,2956064,0.01190340518951416,24,425880.2960857386,6,4.493361473083496,
46,COMPLETE,4.391378462314606,3,full,32,2,24,3,even,0.0030763721838882613,0.016305807019192237,0.8164965809277261,0.9,1,linear,0.0032451189097938054,0.0,0.02,1.0,11,192,2974354,0.040799617767333984,24,477332.396863141,3,4.4935455322265625,
47,COMPLETE,4.442523837089539,2,full,8,8,32,4,midlate,0.010586068343263042,0.24884844486963012,0.8164965809277261,1.0,2,head_scalar,0.0028953447440619668,0.0,0.04,1.0,13,128,3044136,0.036257028579711914,24,188300.13916012348,7,4.494373321533203,
48,COMPLETE,4.417151868343353,3,full,32,8,24,3,midlate,0.005487814544006632,0.1969344800057262,1.25,0.9,1,head_scalar,0.0027332258347664254,0.1,0.04,0.5,11,192,3029284,0.05338782072067261,24,300988.4547331291,4,4.494157791137695,
49,COMPLETE,4.498384237289429,1,lean,32,2,8,3,late,0.003782360434678085,0.014330889701168607,1.25,0.9,2,linear,0.0027823900345596933,0.1,0.06,1.0,15,64,2894778,0.007069289684295654,24,481069.37058211333,0,4.492709159851074,
50,COMPLETE,4.41381448507309,1,lean,32,8,24,6,midlate,0.004057311819313368,0.020364898944803856,1.0,0.9,1,one,0.0034083663275569632,0.15,0.06,1.0,15,64,3060660,0.05526381731033325,24,192407.18490633657,6,4.494571685791016,
51,COMPLETE,4.595182359218597,3,full,32,8,8,6,midlate,0.006401501674095978,0.0712882443611741,1.25,0.9,1,one,0.0018185961631046268,0.05,0.06,0.5,11,192,3029644,0.01284092664718628,24,388601.300263518,5,4.494172096252441,
52,COMPLETE,4.485162198543549,3,lean,8,4,24,4,midlate,0.020139236812478884,0.10744416505065725,1.25,0.9,1,learned,0.002522232317539409,0.0,0.02,1.0,10,192,2900696,0.06231868267059326,24,356216.34780084493,2,4.492730140686035,
53,COMPLETE,4.398592829704285,3,lean,8,8,8,4,late,0.006253887003192818,0.016197823319621534,1.0,0.9,2,one,0.0035209947206489506,0.0,0.04,0.5,10,192,2883272,0.008792638778686523,24,449619.5460544036,3,4.492526054382324,
54,COMPLETE,4.354714870452881,3,lean,32,4,32,2,midlate,0.012495566503657534,0.24057791828334543,1.0,1.0,2,one,0.004036276134370241,0.0,0.04,1.0,10,192,2899752,0.016794145107269287,24,458079.9650882459,0,4.492687225341797,
55,COMPLETE,4.540592610836029,3,full,16,2,8,6,late,0.012448542115579529,0.05824862698070916,1.25,1.0,1,one,0.002181505270680893,0.0,0.02,1.0,11,192,2968492,0.01849055290222168,24,422167.72204213106,1,4.493492603302002,
56,COMPLETE,4.306578874588013,3,lean,24,1,32,3,late,0.006606509466702772,0.01339923618957563,0.8164965809277261,1.0,2,one,0.004795681061132647,0.0,0.06,1.0,10,192,2876552,0.007983565330505371,24,499880.4123705341,4,4.4924421310424805,
57,COMPLETE,4.417696893215179,3,lean,16,4,24,6,midlate,0.013788487875805746,0.050360628244720373,0.8164965809277261,1.0,1,linear,0.00294379502524561,0.0,0.02,0.5,10,192,2953472,0.09286099672317505,24,278781.40416512004,3,4.493326187133789,
58,COMPLETE,4.555751800537109,1,full,32,4,16,3,midlate,0.008234126383934778,0.0051109412368014065,0.8164965809277261,0.9,1,one,0.002294198181727286,0.05,0.06,1.0,16,64,2967168,0.02453303337097168,24,407828.30212283606,1,4.493523597717285,
59,COMPLETE,4.319311857223511,3,lean,24,4,24,2,midlate,0.028252466316969354,0.07918106487478536,1.25,1.0,1,one,0.0049911063670652666,0.05,0.01,1.0,10,192,2880520,0.0408625602722168,24,511289.7794785628,5,4.492481231689453,
60,COMPLETE,4.439818859100342,1,full,32,2,24,6,midlate,0.0032515662324307574,0.11334292305880829,1.0,0.9,2,one,0.003568710061572692,0.1,0.02,1.0,16,64,3004416,0.01316213607788086,24,293114.72339433304,0,4.493955612182617,
61,COMPLETE,4.673772513866425,1,lean,32,1,32,3,midlate,0.003370232541276139,0.02036741229757225,0.8164965809277261,1.0,2,one,0.0018179014516391664,0.15,0.06,0.5,15,64,2900532,0.0054590702056884766,24,366011.95585666195,2,4.492766380310059,
62,COMPLETE,4.62947279214859,2,lean,24,4,16,2,midlate,0.013061645012533192,0.15350662476666704,1.0,1.05,1,head_scalar,0.0019051615666738602,0.1,0.04,0.5,12,128,2875304,0.023496687412261963,24,489095.5724793866,4,4.492454528808594,
63,COMPLETE,4.7020421624183655,1,full,32,1,16,6,midlate,0.0036339673917888536,0.009060342392558804,1.25,1.0,1,learned,0.001815655821528864,0.15,0.01,1.0,16,64,2980230,0.024351537227630615,24,352424.13995187805,1,4.493703842163086,
64,COMPLETE,4.530896306037903,3,lean,24,4,16,4,midlate,0.015543465318604881,0.024045185966099704,1.0,1.0,2,head_scalar,0.0023216668193064755,0.05,0.04,0.5,10,192,2905368,0.013302743434906006,24,447880.35187639314,5,4.492776870727539,
65,COMPLETE,4.282672047615051,3,full,24,1,24,6,midlate,0.01776873515193492,0.04814073609498889,1.25,0.9,2,head_scalar,0.005153004569321666,0.1,0.04,0.5,11,192,2986786,0.0183488130569458,24,382472.88376843295,2,4.493714332580566,
66,COMPLETE,4.499609470367432,2,lean,32,4,16,6,even,0.015017577315111696,0.053235954620281155,0.8164965809277261,1.0,1,learned,0.002439451357975194,0.0,0.06,0.5,12,128,2956152,0.043034374713897705,24,341774.0192871033,4,4.493378639221191,
67,COMPLETE,4.339893400669098,2,full,32,4,32,6,midlate,0.005765433607964819,0.005521950399439156,1.25,1.0,2,one,0.005262307033768364,0.15,0.02,1.0,13,128,3071032,0.01319873332977295,24,207296.2794860992,7,4.4946608543396,
68,COMPLETE,4.417216181755066,3,lean,16,4,8,2,late,0.006890247026348909,0.02308062792635864,1.25,1.05,2,linear,0.003693639927435563,0.0,0.01,1.0,10,192,2853616,0.008622884750366211,24,569125.8215146437,0,4.492179870605469,
69,COMPLETE,4.743443727493286,2,lean,16,4,8,2,midlate,0.015113489011134091,0.12827714541289514,1.0,0.9,2,learned,0.0015005035892690503,0.0,0.06,1.0,12,128,2854376,0.010129034519195557,24,464247.59656810865,6,4.492215156555176,
70,COMPLETE,4.421078085899353,3,lean,32,4,32,4,midlate,0.027769253521593804,0.01359548641485664,1.0,1.05,2,learned,0.00322808269317395,0.1,0.02,1.0,10,192,2950200,0.02432096004486084,24,303139.6130705692,1,4.4932708740234375,
71,COMPLETE,4.697157919406891,3,full,16,8,24,6,late,0.005501322577972307,0.038554197483165596,0.8164965809277261,1.0,1,learned,0.001547432769427251,0.1,0.02,0.5,11,192,3106780,0.05320906639099121,24,192260.4061019083,3,4.495051860809326,
72,COMPLETE,4.313704013824463,3,lean,8,1,24,2,even,0.01245799226222274,0.005089584346617657,0.8164965809277261,0.9,1,learned,0.004872199793411894,0.15,0.01,0.5,10,192,2840138,0.05005335807800293,24,585963.6817081074,5,4.492039680480957,
73,COMPLETE,4.255059838294983,2,full,8,2,24,6,even,0.01376757975833323,0.03973048105949497,0.8164965809277261,0.9,1,linear,0.005147943583574549,0.1,0.04,0.5,13,128,2967316,0.1279248595237732,24,326877.5947105551,0,4.493532180786133,
74,COMPLETE,4.315963566303253,3,lean,16,4,16,2,even,0.021108896162599432,0.024561453814237223,1.0,1.0,1,one,0.004859917621088801,0.05,0.04,0.5,10,192,2861288,0.029053032398223877,24,546081.7757010831,6,4.492260932922363,
75,COMPLETE,4.289113521575928,2,lean,32,1,32,3,midlate,0.02611301753177772,0.022510587437745973,0.75,1.05,1,one,0.004977207855134802,0.05,0.06,1.0,12,128,2892768,0.06318068504333496,24,394934.9819887128,2,4.492640495300293,
76,COMPLETE,4.619088649749756,3,lean,8,1,16,4,midlate,0.007488988981541541,0.010657265750793444,0.8164965809277261,1.0,2,one,0.0019699940238392406,0.0,0.01,1.0,10,192,2858696,0.008538305759429932,24,481729.22435302776,5,4.492251396179199,
77,COMPLETE,4.460681796073914,1,full,24,2,32,3,late,0.01454481853600035,0.03331079052296423,1.0,1.05,1,head_scalar,0.0034719404736830986,0.0,0.02,0.5,16,64,2949510,0.054812490940093994,24,364301.22973452957,4,4.493346214294434,
78,COMPLETE,4.46928083896637,3,lean,8,1,24,4,late,0.0055923639862050685,0.11752453389852476,1.25,0.9,1,linear,0.002655984622027723,0.0,0.04,0.5,10,192,2863052,0.07080858945846558,24,427861.0524515654,6,4.492312431335449,
79,FAIL,,3,lean,32,8,32,6,midlate,0.0157484353446983,0.22845266091683925,1.25,1.05,1,linear,0.004278979007275546,0.0,0.04,0.5,10,192,3099992,,24,,2,,oom
80,COMPLETE,4.502911806106567,2,lean,16,4,32,6,even,0.008249984132596384,0.11161324583381912,0.75,1.0,2,learned,0.0025412742271875175,0.05,0.06,1.0,12,128,2978808,0.02888089418411255,24,197368.71324786305,5,4.493636131286621,
81,COMPLETE,4.4992101192474365,2,lean,8,8,16,2,midlate,0.00985545177982186,0.027201808524540957,1.25,1.0,2,head_scalar,0.0027834638705525557,0.05,0.01,1.0,12,128,2865200,0.017112314701080322,24,470774.32006092527,0,4.492345809936523,
82,COMPLETE,4.4082558155059814,2,full,32,4,24,4,late,0.004730375054625047,0.24982199624824455,1.25,1.0,2,learned,0.0033924550940921,0.15,0.01,0.5,13,128,3006280,0.0267106294631958,24,346957.08478432824,6,4.493936061859131,
83,COMPLETE,4.557982265949249,3,full,16,4,8,6,late,0.0054543090133370355,0.020563392038479785,0.75,1.0,2,one,0.002112855093951113,0.1,0.01,1.0,11,192,2980780,0.010181903839111328,24,367870.06359261327,1,4.4936299324035645,
84,COMPLETE,4.464965522289276,3,full,16,8,16,3,even,0.00911149783430514,0.25186947897165357,1.25,1.0,2,linear,0.002547671648633141,0.1,0.04,1.0,11,192,2981956,0.0279998779296875,24,427630.30151318724,4,4.493634223937988,
85,COMPLETE,4.61023211479187,2,full,16,2,8,6,midlate,0.011705374731453048,0.01494141076882929,0.75,1.05,2,linear,0.002103575939693133,0.05,0.01,1.0,13,128,2957092,0.01257699728012085,24,378708.0369673,7,4.493833541870117,
86,COMPLETE,4.675180613994598,2,lean,16,8,24,4,even,0.008838121203981968,0.04355952593807949,1.0,1.05,1,one,0.001697814400515788,0.15,0.06,0.5,12,128,2960608,0.041742146015167236,24,274354.9863400359,0,4.493408203125,
87,COMPLETE,4.486867606639862,2,full,32,1,16,4,midlate,0.027732902640739056,0.025107587083179193,1.25,1.05,2,one,0.0026602884292963457,0.05,0.01,0.5,13,128,2964280,0.00816422700881958,24,360599.34216356004,1,4.493457317352295,
88,COMPLETE,4.437963843345642,3,full,8,8,32,2,midlate,0.004916165473893633,0.07125755160184252,0.8164965809277261,1.05,1,linear,0.002714244739871339,0.1,0.01,0.5,11,192,2977356,0.07664775848388672,24,311601.6109333458,3,4.493585109710693,
89,COMPLETE,4.442050039768219,3,full,16,8,16,6,even,0.003173184266237772,0.0324281083157481,1.0,1.0,2,head_scalar,0.0028636038097643057,0.05,0.01,1.0,11,192,3054556,0.013919234275817871,24,291063.35816482984,4,4.494465351104736,
90,COMPLETE,4.604175686836243,3,lean,32,1,24,2,midlate,0.007952415465442862,0.07484145440691507,0.8164965809277261,1.0,1,learned,0.0018440327260027703,0.15,0.04,1.0,10,192,2873258,0.03829115629196167,24,560738.8182072868,7,4.492397308349609,
91,COMPLETE,4.417635142803192,1,lean,8,8,8,2,late,0.021665601189902194,0.015116762551398244,0.8164965809277261,1.0,1,head_scalar,0.004857346776767272,0.1,0.02,0.5,15,64,2846644,0.02326798439025879,24,489565.3820496076,6,4.492181301116943,
92,COMPLETE,4.540326476097107,1,lean,16,8,8,6,midlate,0.012363438748357804,0.05146101299296253,0.8164965809277261,1.05,1,learned,0.002854219645907005,0.1,0.02,0.5,15,64,2932356,0.031130552291870117,24,333906.3095556628,1,4.493156909942627,
93,COMPLETE,4.441804528236389,2,full,8,1,8,4,even,0.010450469412643874,0.11052190351221744,0.75,0.9,2,one,0.0029322075603950976,0.15,0.06,0.5,13,128,2917128,0.0049759745597839355,24,379355.7751781004,7,4.492946624755859,
94,COMPLETE,4.594415903091431,1,lean,16,4,16,2,late,0.01449730020224635,0.014726046409194773,1.0,1.0,2,head_scalar,0.0022383638794715686,0.1,0.04,0.5,15,64,2863196,0.009273767471313477,24,486206.0854239655,6,4.4923529624938965,
95,COMPLETE,4.4183109998703,1,full,16,1,8,4,even,0.013477466467946102,0.008415293813452143,0.75,0.9,1,one,0.004901975541026375,0.1,0.01,0.5,16,64,2919680,0.011245310306549072,24,426724.3548073609,5,4.493003845214844,
96,COMPLETE,4.356474339962006,1,lean,32,4,16,6,late,0.004831244319126803,0.041509606256175786,1.0,1.05,1,head_scalar,0.005260406473501674,0.1,0.04,0.5,15,64,2962380,0.04177743196487427,24,335011.59485648636,7,4.4934844970703125,
97,COMPLETE,4.636335670948029,3,lean,32,8,8,3,even,0.018890728090658046,0.1253462649461638,1.25,1.05,2,learned,0.0017741757582705987,0.15,0.04,1.0,10,192,2901440,0.01908421516418457,24,415726.65040260216,0,4.49271821975708,
98,COMPLETE,4.391092240810394,2,full,24,1,8,3,midlate,0.006787153184625668,0.010346281361486574,1.0,1.05,2,head_scalar,0.003936730850044556,0.0,0.04,0.5,13,128,2936491,0.005646765232086182,24,479179.67563547107,6,4.49315881729126,
99,COMPLETE,4.6130160093307495,3,full,16,4,16,3,even,0.01720624488207769,0.010284655090962658,0.75,1.0,2,learned,0.0018167444607781356,0.15,0.04,1.0,11,192,2956600,0.010868489742279053,24,412894.08634871553,3,4.493350982666016,
100,COMPLETE,4.429600417613983,1,full,24,4,24,6,even,0.011591340620843129,0.062136174347381695,1.25,0.9,2,one,0.0040816904847543745,0.0,0.01,0.5,16,64,3023616,0.015372872352600098,24,265348.875042716,1,4.494184494018555,
101,COMPLETE,4.698368966579437,1,full,24,1,8,3,even,0.019669476983970858,0.021111680365309426,0.75,0.9,1,learned,0.0018981398820240034,0.15,0.02,0.5,16,64,2928195,0.010544538497924805,24,368857.0197750449,5,4.493111610412598,
102,COMPLETE,4.389389216899872,1,full,8,8,8,3,late,0.029600630814117772,0.12803682055246732,0.8164965809277261,0.9,2,learned,0.004515747655601077,0.1,0.06,0.5,16,64,2915736,0.022147834300994873,24,426450.71651340375,4,4.49297571182251,
103,FAIL,,3,full,24,8,32,3,midlate,0.004750063465963126,0.018522493721133477,1.0,1.0,1,learned,0.004024805795168763,0.0,0.06,0.5,11,192,3043252,,24,,2,,oom
104,COMPLETE,4.481229305267334,3,full,24,1,8,3,even,0.006407635460700131,0.016956295934360058,1.0,0.9,1,one,0.002446104115056366,0.05,0.06,0.5,11,192,2946460,0.006420135498046875,24,537495.1902678632,6,4.493236541748047,
105,COMPLETE,4.692914724349976,3,lean,24,2,16,2,late,0.024856716564155695,0.04767378005056673,1.25,1.05,2,learned,0.001555324313689231,0.1,0.06,1.0,10,192,2864396,0.009703218936920166,24,600166.6080779734,0,4.492305755615234,
106,COMPLETE,4.581880748271942,2,full,24,1,24,2,even,0.01746509370157248,0.2996424570174498,0.8164965809277261,0.9,1,one,0.0021048285582395327,0.1,0.01,0.5,13,128,2931240,0.026716530323028564,24,534806.8916525285,5,4.493089199066162,
107,COMPLETE,4.657829999923706,3,lean,16,1,32,4,late,0.007687493492779606,0.10915448863732159,0.8164965809277261,1.0,1,learned,0.0017219008222763188,0.1,0.02,0.5,10,192,2878188,0.03140217065811157,24,436781.42480050086,3,4.4924726486206055,
108,COMPLETE,4.6778377294540405,1,full,16,8,24,6,even,0.006346028329987177,0.0836103145300999,1.25,1.0,2,linear,0.0018264828620416476,0.1,0.06,0.5,16,64,3082800,0.04302483797073364,24,190193.23008795673,6,4.494851112365723,
109,COMPLETE,4.369743287563324,2,lean,32,4,16,3,midlate,0.009295056838505983,0.13301730125688582,1.25,0.9,1,linear,0.003785414284679628,0.0,0.06,1.0,12,128,2905836,0.05226844549179077,24,418164.89649346104,7,4.492793560028076,
110,COMPLETE,4.369824826717377,1,lean,24,1,8,3,late,0.004551404370025117,0.14329553190750474,1.25,0.9,2,head_scalar,0.005116379714298249,0.0,0.06,0.5,15,64,2874759,0.00863492488861084,24,465312.1971768678,4,4.492497444152832,
