number,state,loss,mamba_expand,depth_tier,d_state,ska_n_heads,ska_rank,n_ska_layers,placement,ska_ridge,ska_layerscale_init,norm_clip_multiplier,gamma_value,ska_power_K,beta_policy,learning_rate,weight_decay,warmup_ratio,grad_clip,n_layers,d_inner,param_count,ska_delta,per_device_batch_size,tokens_per_sec,worker_id,peak_memory_gib,failure_kind
1667,COMPLETE,4.219639897346497,3,full,32,2,32,6,midlate,0.027003693401145102,0.15711470707935077,1.0,0.9,1,linear,0.004526072261532453,0.1,0.04,0.5,11,192,3030424,0.17006230354309082,24,306529.53351577156,4,4.494194984436035,
1668,PRUNED,4.769570991262051,3,full,16,1,24,6,midlate,0.01685609386955916,0.25796036222506774,0.75,0.9,1,linear,0.004190546106232047,0.15,0.06,0.5,11,192,2975026,,24,,7,,
1669,PRUNED,4.833861261525648,3,full,8,8,32,3,late,0.016636797526860737,0.19812824820743652,1.0,1.05,1,linear,0.00464717803522276,0.15,0.06,1.0,11,192,3018964,,24,,6,,
1670,COMPLETE,4.188654363155365,3,full,24,2,32,4,midlate,0.007124905901424817,0.2866720967000657,0.75,0.9,1,linear,0.00542943660108184,0.1,0.06,1.0,11,192,2984996,0.1800556182861328,24,310143.9635093652,5,4.493681907653809,
1671,COMPLETE,4.207620739936829,3,full,24,2,24,6,late,0.023607995395511477,0.20700973143941354,0.8164965809277261,0.9,1,linear,0.0048544976332134315,0.15,0.06,0.5,11,192,3005992,0.15169280767440796,24,338749.8729974071,7,4.493931770324707,
1672,COMPLETE,4.20832884311676,3,full,24,2,32,6,late,0.025537954973934913,0.22658858873032522,0.8164965809277261,0.9,1,head_scalar,0.005210627500390809,0.15,0.06,0.5,11,192,3017512,0.12540596723556519,24,262815.716805495,1,4.494057655334473,
1673,PRUNED,4.8070211370680616,3,full,24,2,32,6,late,0.024352553292155674,0.2051053040594326,0.8164965809277261,0.9,1,linear,0.004227955864808199,0.15,0.06,0.5,11,192,3018280,,24,,3,,
1674,COMPLETE,4.233774363994598,3,full,24,2,32,6,late,0.012475199903585813,0.25296402957247205,0.8164965809277261,1.05,1,linear,0.004800993144687446,0.0,0.02,0.5,11,192,3018280,0.18121778964996338,24,289093.60305137985,6,4.4940690994262695,
1675,PRUNED,4.466926132986396,3,full,32,2,32,6,midlate,0.027459352383905292,0.028068854503496735,1.0,1.0,2,linear,0.0053137497082977395,0.1,0.06,0.5,11,192,3030424,,24,,0,,
1676,PRUNED,4.8692601509796845,3,full,24,2,32,6,late,0.02349471845509284,0.17582559100948011,1.25,1.0,2,linear,0.003931527692239754,0.05,0.06,1.0,11,192,3018280,,24,,2,,
1677,COMPLETE,4.189304292201996,3,full,16,1,32,6,midlate,0.01643351242978069,0.1054457132076002,1.0,0.9,1,linear,0.005429937905019881,0.1,0.06,0.5,11,192,2981170,0.16897857189178467,24,347156.3144974564,3,4.493652820587158,
1678,PRUNED,4.8157836814771615,3,full,24,4,32,6,late,0.006024300666603576,0.04902297821934884,0.8164965809277261,0.9,1,linear,0.004196257511635157,0.15,0.06,1.0,11,192,3068212,,24,,5,,
1679,PRUNED,4.832393103447815,3,full,32,2,32,6,even,0.00853472563003099,0.09387387517798336,0.75,0.9,1,head_scalar,0.003968371132201491,0.1,0.06,1.0,11,192,3029656,,24,,4,,
1680,PRUNED,4.963203362566192,1,full,8,2,32,6,late,0.026757632062397084,0.16642802162523673,0.8164965809277261,0.9,1,linear,0.004192231485070622,0.1,0.06,1.0,16,64,2964492,,24,,7,,
1681,PRUNED,4.815813636357499,1,full,24,1,32,6,late,0.02698378682802667,0.14453692303484347,0.8164965809277261,1.0,1,linear,0.005211358622553075,0.15,0.06,0.5,16,64,2974854,,24,,4,,
1682,COMPLETE,4.174862265586853,3,full,8,4,32,6,midlate,0.006824507667940382,0.2960639694061503,0.8164965809277261,1.0,1,linear,0.005404833603612759,0.15,0.06,1.0,11,192,3043924,0.20939874649047852,24,216527.49908414137,0,4.494359493255615,
1683,PRUNED,4.815628195509435,3,lean,24,2,32,6,midlate,0.015648935940906935,0.14722738799575139,1.0,0.9,1,linear,0.00468354345445501,0.1,0.02,0.5,10,192,2939156,,24,,7,,
1684,PRUNED,4.6557113359690145,3,full,32,2,32,3,late,0.02561198268612283,0.10148447069813267,0.75,0.9,2,linear,0.004536563832576566,0.15,0.06,0.5,11,192,2980498,,24,,1,,
1685,PRUNED,4.89927757695202,1,full,24,4,32,2,late,0.021726688587662326,0.16190585341767247,0.8164965809277261,0.9,1,linear,0.004911287114948348,0.15,0.06,0.5,16,64,2949896,,24,,5,,
1686,PRUNED,4.815495393404975,3,full,24,4,32,4,late,0.011441737693376457,0.25131395560743736,0.75,0.9,1,linear,0.004407106746581293,0.05,0.06,1.0,11,192,3018284,,24,,2,,
1687,PRUNED,4.904203199698177,1,full,32,8,32,6,late,0.028186391428738997,0.09333933478828871,0.8164965809277261,0.9,2,linear,0.005247345151859882,0.05,0.06,0.5,16,64,3167280,,24,,3,,
1688,PRUNED,4.820435069029539,3,full,16,2,24,6,midlate,0.026689749652202003,0.17206589849747034,1.0,0.9,2,linear,0.004909896175696116,0.1,0.06,0.5,11,192,2993848,,24,,4,,
1689,COMPLETE,4.207913875579834,3,full,8,2,32,6,late,0.008331965674743392,0.06485288511341662,1.25,1.05,1,linear,0.005384471014606445,0.05,0.06,1.0,11,192,2993992,0.18837517499923706,24,247375.8179273238,6,4.493801593780518,
1690,PRUNED,4.850898341656382,3,full,32,2,32,6,even,0.014249896014887244,0.045781267197546216,0.75,0.9,1,linear,0.0037903519753112757,0.1,0.02,1.0,11,192,3030424,,24,,5,,
1691,FAIL,,3,full,24,8,32,6,late,0.018166580435426266,0.2546792616004327,0.8164965809277261,0.9,1,linear,0.004754794196763209,0.05,0.06,0.5,11,192,3168076,,24,,1,,oom
1692,COMPLETE,4.2405723333358765,3,full,32,2,32,6,late,0.020626286016922596,0.19581310627753434,0.8164965809277261,0.9,1,one,0.005008088167364404,0.05,0.06,1.0,11,192,3029644,0.08320826292037964,24,256305.97592823976,7,4.494172096252441,
1693,PRUNED,4.845693055324642,2,full,24,8,32,6,late,0.015516676346415105,0.20317039211878396,0.8164965809277261,0.9,1,linear,0.004354443597610755,0.15,0.06,0.5,13,128,3158104,,24,,4,,
1694,COMPLETE,4.2043527364730835,3,full,32,1,32,6,late,0.008748625611722807,0.04343817574017862,1.25,1.05,1,linear,0.004949913613140112,0.15,0.04,1.0,11,192,3005458,0.17961639165878296,24,343706.51049708284,2,4.49392032623291,
1695,COMPLETE,4.243354976177216,3,lean,32,2,32,6,late,0.024699945778005508,0.14899655227102201,1.0,0.9,1,linear,0.004364914579888328,0.05,0.06,0.5,10,192,2950196,0.19065558910369873,24,265980.50443013926,5,4.4932861328125,
1696,PRUNED,4.515671499083847,3,full,24,2,32,6,midlate,0.029068456747848255,0.2660389546857089,0.8164965809277261,0.9,2,linear,0.0051601662394379945,0.15,0.06,0.5,11,192,3018280,,24,,6,,
1697,PRUNED,4.911954150896543,1,full,16,4,32,3,midlate,0.00556044581178844,0.19843655281360204,0.8164965809277261,0.9,2,one,0.005448231692073339,0.15,0.06,1.0,16,64,2956416,,24,,3,,
1698,FAIL,,3,full,24,8,32,6,even,0.027047481924930564,0.18057228410283735,0.8164965809277261,0.9,1,linear,0.004465751693098183,0.15,0.06,0.5,11,192,3168076,,24,,2,,oom
1699,COMPLETE,4.216230630874634,3,full,24,1,32,6,late,0.017824953006599784,0.14477075654273647,0.8164965809277261,0.9,1,linear,0.004647030174090349,0.15,0.04,0.5,11,192,2993314,0.16892576217651367,24,344052.3929697024,7,4.4937944412231445,
1700,PRUNED,4.441523243049068,3,full,24,4,16,4,midlate,0.0035438397655153755,0.047083530740517666,1.25,1.05,1,linear,0.005404363212126562,0.15,0.04,1.0,11,192,2985516,,24,,0,,
1701,PRUNED,4.816347999525908,3,full,8,2,32,6,midlate,0.015336218785268784,0.02636424995422988,1.0,1.05,1,linear,0.004546630229396774,0.1,0.06,0.5,11,192,2993992,,24,,4,,
1702,PRUNED,4.8122090701092475,3,full,32,2,32,6,midlate,0.025036412496479515,0.25400976385329205,1.0,0.9,1,learned,0.004352183363140411,0.0,0.06,1.0,11,192,3030424,,24,,3,,
1703,COMPLETE,4.216110706329346,3,full,32,2,32,6,late,0.015931025125810395,0.2939740491054879,0.8164965809277261,0.9,1,linear,0.0049272060087633875,0.0,0.04,1.0,11,192,3030424,0.16868382692337036,24,279794.07537777105,5,4.494194984436035,
1704,PRUNED,4.8523511269438515,3,full,24,2,16,6,late,0.0213053198724143,0.06771367871757443,0.8164965809277261,0.9,1,linear,0.0039728888598441515,0.05,0.01,0.5,11,192,2993704,,24,,6,,
1705,FAIL,,3,lean,32,8,32,6,late,0.005892159794220549,0.22821063658048316,1.25,1.05,1,linear,0.005085941226789828,0.15,0.06,1.0,10,192,3099992,,24,,0,,oom
1706,PRUNED,4.537398937375691,3,lean,32,8,32,6,even,0.012665366938647607,0.09801255695206602,1.25,1.05,1,one,0.005221261751036895,0.15,0.06,1.0,10,192,3096872,,24,,4,,
1707,COMPLETE,4.194041550159454,3,full,32,2,32,6,midlate,0.02405992091056979,0.10457315858676425,1.0,0.9,1,head_scalar,0.005497252856855709,0.1,0.06,0.5,11,192,3029656,0.11055546998977661,24,296133.58606196503,3,4.494183540344238,
1708,PRUNED,4.812288403781845,3,full,32,4,32,6,late,0.00532995484967229,0.10888673745027075,0.8164965809277261,1.0,2,linear,0.004556558502961535,0.1,0.06,1.0,11,192,3080356,,24,,6,,
1709,PRUNED,4.824577687861629,3,full,24,2,32,6,late,0.019164940863970806,0.26802511714311794,1.25,0.9,2,linear,0.005105221149212749,0.15,0.01,0.5,11,192,3018280,,24,,7,,
1710,PRUNED,4.897611459664593,3,full,16,2,32,6,late,0.01482153103629172,0.2769076273858221,0.75,0.9,1,linear,0.0034341147637790962,0.15,0.06,0.5,11,192,3006136,,24,,7,,
1711,COMPLETE,4.208053648471832,3,full,32,4,32,3,midlate,0.009784348479311504,0.07193669918691886,1.25,1.05,1,linear,0.005062579428884327,0.15,0.06,1.0,11,192,3005464,0.1495051383972168,24,351351.4166526774,1,4.493893146514893,
1712,COMPLETE,4.1936957240104675,3,full,24,2,32,6,late,0.022077401619410214,0.06994535184624104,0.8164965809277261,0.9,1,linear,0.005429656618702265,0.1,0.04,0.5,11,192,3018280,0.1915709376335144,24,295056.6333976425,6,4.4940690994262695,
1713,PRUNED,4.7948485556690645,3,full,32,1,8,6,late,0.005484673971999701,0.053011048871574956,0.8164965809277261,0.9,1,linear,0.004517083574500487,0.1,0.06,1.0,11,192,2987026,,24,,5,,
1714,PRUNED,4.807593831263398,2,full,32,8,32,6,late,0.024072323984061585,0.20129344523104026,1.25,0.9,1,linear,0.004966986805446703,0.1,0.06,1.0,13,128,3172456,,24,,5,,
1715,COMPLETE,4.166615664958954,3,full,32,2,32,6,midlate,0.01097740634940402,0.21835984674482542,1.0,0.9,1,linear,0.005278244806191105,0.1,0.06,1.0,11,192,3030424,0.18367135524749756,24,280638.670479149,7,4.494194984436035,
1716,PRUNED,4.465869346687132,3,full,32,4,32,6,late,0.00860167676419239,0.19959943086730758,0.8164965809277261,0.9,1,one,0.005037457984064101,0.15,0.06,1.0,11,192,3078796,,24,,3,,
1717,PRUNED,4.815260910741879,3,full,32,2,24,4,late,0.018063525482617478,0.22038588277829213,0.8164965809277261,0.9,1,linear,0.004302739106511881,0.05,0.06,0.5,11,192,2988948,,24,,4,,
1718,PRUNED,4.826529908344298,3,full,24,2,32,3,late,0.029110894169912263,0.17329510526914216,0.8164965809277261,1.0,1,linear,0.004230230425015816,0.15,0.06,0.5,11,192,2968354,,24,,2,,
1719,PRUNED,4.685060229669716,3,lean,24,2,32,6,late,0.014925213444366708,0.14223326487972932,1.0,0.9,1,linear,0.00448892288857188,0.15,0.06,0.5,10,192,2939156,,24,,4,,
1720,PRUNED,4.808788992159226,3,full,16,2,16,4,late,0.012721638741349486,0.023277261311488353,0.75,0.9,1,linear,0.0044261514856817445,0.15,0.06,1.0,11,192,2956468,,24,,6,,
1721,PRUNED,4.8085740645222455,3,full,8,4,24,3,midlate,0.004883495914218795,0.1301490144401373,0.75,0.9,1,learned,0.005307018681964854,0.1,0.06,1.0,11,192,2956744,,24,,6,,
1722,PRUNED,4.7733293425060985,3,full,24,2,32,2,late,0.024672033973732212,0.18220191330720908,0.8164965809277261,0.9,1,one,0.004579686642842622,0.15,0.06,0.5,11,192,2951452,,24,,5,,
1723,PRUNED,4.825399450307982,3,full,32,2,8,2,late,0.013694202131824686,0.2153252034692231,1.0,0.9,1,linear,0.0046439408271928785,0.05,0.06,0.5,11,192,2951568,,24,,7,,
1724,COMPLETE,4.22903573513031,3,full,24,2,32,6,late,0.017292687551771803,0.25522093212707675,0.8164965809277261,0.9,1,one,0.005369976041328184,0.1,0.06,0.5,11,192,3017500,0.10338938236236572,24,293501.5592147037,1,4.494046211242676,
1725,COMPLETE,4.201647400856018,3,lean,32,2,32,6,midlate,0.008122827030934527,0.12727546821731706,0.75,0.9,1,learned,0.0052100132162175026,0.1,0.06,1.0,10,192,2950196,0.179948091506958,24,309804.8980803852,3,4.4932861328125,
1726,PRUNED,4.772178199943031,3,full,24,2,8,6,midlate,0.012066893502347567,0.18018695530060483,1.0,0.9,1,linear,0.005215964060793514,0.05,0.06,1.0,11,192,2981416,,24,,4,,
1727,PRUNED,4.870977294267192,1,full,32,2,32,4,midlate,0.005485720480347862,0.13187680563967336,1.0,0.9,1,linear,0.005452062448429091,0.1,0.06,1.0,16,64,2984200,,24,,7,,
1728,COMPLETE,4.21564120054245,3,full,32,2,24,6,midlate,0.016672109067235704,0.19933387210501527,1.0,0.9,1,linear,0.004590554715810755,0.1,0.06,1.0,11,192,3018136,0.16523301601409912,24,318613.8125888651,2,4.494057655334473,
1729,COMPLETE,4.185988008975983,3,full,24,2,32,6,midlate,0.014649973797616189,0.14364619862746125,1.0,0.9,1,linear,0.005261710407915548,0.1,0.06,1.0,11,192,3018280,0.17863750457763672,24,297179.44090745936,5,4.4940690994262695,
1730,PRUNED,4.812871176611555,3,full,32,2,32,2,midlate,0.010129926584530166,0.04390221825403527,0.75,0.9,1,linear,0.003991780302981411,0.1,0.02,1.0,11,192,2963856,,24,,6,,
1731,PRUNED,4.810340475937622,3,full,32,2,32,6,late,0.028964159139195315,0.23972037803956345,0.8164965809277261,0.9,1,linear,0.004053267758914423,0.1,0.06,0.5,11,192,3030424,,24,,0,,
1732,PRUNED,4.829541226860835,3,full,32,2,32,6,midlate,0.015886849801544662,0.20161933082061528,1.0,0.9,2,linear,0.004071010721531642,0.05,0.06,1.0,11,192,3030424,,24,,4,,
1733,PRUNED,4.456899836325411,3,full,32,2,32,4,midlate,0.0167201704756544,0.13865727229141875,1.0,0.9,1,one,0.005405139840969638,0.1,0.02,0.5,11,192,2996620,,24,,6,,
1734,COMPLETE,4.205103695392609,3,full,32,2,32,6,midlate,0.00871573894436472,0.19915599486539573,1.0,0.9,1,linear,0.005309527608535048,0.1,0.01,1.0,11,192,3030424,0.19940614700317383,24,295869.8745428125,7,4.494194984436035,
1735,PRUNED,4.815717744103708,2,full,32,2,32,6,midlate,0.024539683767730098,0.0321008620470099,1.0,0.9,1,linear,0.004936734356263098,0.1,0.06,0.5,13,128,3022660,,24,,4,,
1736,PRUNED,4.893926864759901,1,full,24,2,32,6,late,0.018177697525558176,0.27875053700053337,1.25,0.9,1,linear,0.005302722308898285,0.15,0.06,0.5,16,64,2999820,,24,,6,,
1737,COMPLETE,4.214322805404663,3,full,32,2,32,6,midlate,0.004574471750277767,0.097855999285389,1.0,0.9,1,head_scalar,0.005483342870930446,0.1,0.06,1.0,11,192,3029656,0.09715944528579712,24,279471.1077570226,1,4.494183540344238,
1738,PRUNED,4.616243003146758,3,full,24,2,8,4,late,0.01942002540776348,0.1910090418037737,0.8164965809277261,0.9,1,linear,0.005243269159774072,0.15,0.06,0.5,11,192,2960420,,24,,0,,
1739,COMPLETE,4.1845396757125854,3,full,24,2,32,6,even,0.02809976617156076,0.26857485567517475,0.8164965809277261,1.0,1,linear,0.005419071423393603,0.0,0.06,0.5,11,192,3018280,0.17713326215744019,24,304338.70517480123,2,4.4940690994262695,
1740,COMPLETE,4.181772232055664,3,full,24,1,32,6,late,0.026327201639094026,0.2367449025750939,0.75,0.9,1,linear,0.005135000937622951,0.15,0.06,0.5,11,192,2993314,0.17581820487976074,24,336745.73054909444,3,4.4937944412231445,
1741,COMPLETE,4.229283452033997,3,full,16,8,32,4,late,0.013450393641667203,0.09199954104195444,0.75,0.9,1,linear,0.005034038209714611,0.05,0.01,1.0,11,192,3072716,0.15130490064620972,24,191302.63294409346,4,4.494656085968018,
1742,COMPLETE,4.219676434993744,3,full,32,1,32,6,midlate,0.0081418264562764,0.1675579455070006,1.0,0.9,1,linear,0.004352386575529147,0.1,0.06,1.0,11,192,3005458,0.16981017589569092,24,345909.2102350711,5,4.49392032623291,
1743,PRUNED,4.930561285536178,1,full,24,4,32,4,midlate,0.008208957443311276,0.17732797016531485,0.75,1.05,1,linear,0.005320274468759988,0.15,0.06,1.0,16,64,2999824,,24,,0,,
1744,PRUNED,4.93710155036713,1,full,32,2,32,6,late,0.004878804410877597,0.07150389758672657,0.8164965809277261,1.0,1,linear,0.004183235791294934,0.1,0.04,1.0,16,64,3017484,,24,,6,,
1745,PRUNED,4.823445921539497,3,full,24,4,8,4,midlate,0.00427395743739908,0.03092719218902414,1.25,1.05,1,head_scalar,0.00437145383784666,0.15,0.06,1.0,11,192,2968108,,24,,7,,
1746,COMPLETE,4.182561039924622,3,full,24,2,32,4,midlate,0.02474567511133766,0.212225223403614,0.8164965809277261,0.9,1,linear,0.005034833545434167,0.15,0.06,0.5,11,192,2984996,0.16823458671569824,24,359919.42989277927,7,4.493681907653809,
1747,COMPLETE,4.198944449424744,3,full,24,4,32,6,late,0.011537700650611242,0.12247331076837092,1.0,1.0,1,linear,0.004911233996230237,0.15,0.06,1.0,11,192,3068212,0.1860295534133911,24,207344.3361385444,0,4.494626998901367,
1748,PRUNED,4.999723329452735,1,full,16,8,32,4,late,0.017535278869662264,0.009097411172342652,1.25,0.9,1,linear,0.004202321038309121,0.15,0.06,1.0,16,64,3048736,,24,,6,,
1749,COMPLETE,4.184855222702026,3,full,16,2,32,6,late,0.02516620336228271,0.2290906653568895,0.8164965809277261,1.05,1,linear,0.004833514250745096,0.15,0.06,0.5,11,192,3006136,0.19350671768188477,24,287409.9382864153,3,4.493927478790283,
1750,PRUNED,4.879462173982521,3,full,8,4,24,6,late,0.01809411387593185,0.07638752376455528,0.8164965809277261,1.0,1,linear,0.0042539556429362305,0.15,0.06,1.0,11,192,3019348,,24,,5,,
1751,PRUNED,4.769671485661572,3,full,32,1,32,6,midlate,0.012131053160439479,0.03125034147649741,1.25,1.05,1,linear,0.004445430040378301,0.15,0.06,1.0,11,192,3005458,,24,,1,,
1752,FAIL,,3,lean,8,8,32,6,late,0.01708747518177904,0.1808221412460047,0.8164965809277261,0.9,1,linear,0.004568943504477744,0.15,0.06,0.5,10,192,3066872,,24,,2,,oom
1753,PRUNED,4.68438469718377,3,full,32,1,16,6,late,0.01724058852908918,0.11108510540846807,1.25,0.9,1,linear,0.005039946160736483,0.1,0.06,1.0,11,192,2993170,,24,,1,,
1754,COMPLETE,4.1824198961257935,3,full,32,2,32,6,midlate,0.009564535746463453,0.14368916787389605,1.0,0.9,1,linear,0.005454335452984253,0.0,0.06,1.0,11,192,3030424,0.18212014436721802,24,293128.47674405377,5,4.494194984436035,
1755,PRUNED,4.88221441951543,3,full,16,1,32,4,midlate,0.0076955435393024135,0.17045271457060499,1.25,0.9,1,one,0.004127407631596332,0.1,0.06,1.0,11,192,2955948,,24,,7,,
1756,COMPLETE,4.181960642337799,3,full,24,2,32,6,even,0.018839834840071377,0.12258702624446957,0.8164965809277261,0.9,1,linear,0.005259499588849188,0.15,0.04,0.5,11,192,3018280,0.19810080528259277,24,294169.7556314831,6,4.4940690994262695,
1757,PRUNED,4.816817079705018,3,full,16,4,32,6,late,0.00835065041615567,0.18772997450503073,0.8164965809277261,1.0,1,linear,0.005006557063945181,0.15,0.04,1.0,11,192,3056068,,24,,1,,
1758,PRUNED,4.823656194988443,3,full,24,4,32,3,even,0.006507556636318217,0.2780228518530818,0.8164965809277261,0.9,1,linear,0.004443485976890406,0.15,0.02,1.0,11,192,2993320,,24,,7,,
1759,PRUNED,4.844217452078237,3,full,32,2,32,6,late,0.026546955808900177,0.24109696275015527,0.8164965809277261,0.9,1,linear,0.003410892453544172,0.1,0.06,1.0,11,192,3030424,,24,,3,,
1760,COMPLETE,4.229042649269104,2,full,32,2,32,2,late,0.012698452737873338,0.14920911523217778,0.8164965809277261,1.05,1,linear,0.005301289126970429,0.1,0.06,1.0,13,128,2956092,0.14268755912780762,24,441847.75513012166,4,4.4933600425720215,
1761,PRUNED,4.891354891924524,3,lean,32,2,32,6,midlate,0.018990086994626582,0.25903491429529746,1.0,1.0,1,linear,0.0033951121370675353,0.1,0.06,1.0,10,192,2950196,,24,,7,,
1762,COMPLETE,4.195974826812744,2,full,32,2,32,6,midlate,0.00724337205497605,0.0655493711359243,0.75,0.9,1,linear,0.005351818425963267,0.1,0.06,1.0,13,128,3022660,0.18329083919525146,24,278587.2026853546,1,4.494134426116943,
1763,COMPLETE,4.1946834325790405,2,full,16,1,32,4,midlate,0.019731516618189494,0.2900608635806404,0.8164965809277261,0.9,1,linear,0.005387006608987263,0.15,0.06,0.5,13,128,2944028,0.18113219738006592,24,371699.0725626445,0,4.493247985839844,
1764,PRUNED,4.717276227712986,3,full,32,2,24,2,midlate,0.02443340550561958,0.044910879485023175,1.0,0.9,1,linear,0.004661725327719357,0.1,0.06,0.5,11,192,2959760,,24,,3,,
1765,PRUNED,4.918363700161091,1,full,32,2,32,6,midlate,0.008902553247362971,0.07788625879328062,0.75,0.9,1,linear,0.004674220314383015,0.1,0.02,1.0,16,64,3017484,,24,,7,,
1766,PRUNED,4.813182367182895,3,full,24,4,32,6,late,0.01961962173647772,0.2613488445883028,0.8164965809277261,1.0,1,linear,0.00436519336605182,0.0,0.01,1.0,11,192,3068212,,24,,5,,
1767,PRUNED,4.809314192074082,3,full,32,2,24,6,even,0.0073430932954778195,0.14577046074315825,0.75,0.9,1,linear,0.004227759649668823,0.1,0.06,1.0,11,192,3018136,,24,,3,,
1768,COMPLETE,4.173507571220398,3,full,32,2,32,6,late,0.017482008213330014,0.29443355506039026,0.8164965809277261,0.9,1,linear,0.005077064278174477,0.15,0.04,0.5,11,192,3030424,0.1941419243812561,24,308183.0429390625,6,4.494194984436035,
1769,FAIL,,3,full,24,8,32,6,late,0.009824317141488572,0.09605577964147201,0.8164965809277261,0.9,1,linear,0.005181793357642395,0.1,0.06,1.0,11,192,3168076,,24,,4,,oom
1770,PRUNED,4.5893610448149715,3,full,32,2,8,6,midlate,0.019786770526223296,0.1745412980136909,0.75,1.05,1,linear,0.0054054810282845485,0.05,0.06,1.0,11,192,2993560,,24,,3,,
1771,COMPLETE,4.182412564754486,3,full,16,8,32,4,midlate,0.01081601266911937,0.17517858973760259,0.8164965809277261,0.9,1,linear,0.0054724678500686,0.15,0.06,1.0,11,192,3072716,0.19640207290649414,24,191668.84084652524,7,4.494656085968018,
1772,PRUNED,4.88512005389928,1,lean,32,2,32,6,late,0.008035032126313391,0.07870279031454187,1.25,1.05,1,linear,0.0046721184886495525,0.15,0.06,1.0,15,64,2963136,,24,,0,,
1773,PRUNED,4.554249470751862,3,full,32,2,32,6,late,0.024114786779755495,0.10843672551775373,0.75,0.9,1,head_scalar,0.0045531444438151065,0.05,0.06,0.5,11,192,3029656,,24,,5,,
1774,PRUNED,4.827304212632492,2,full,24,2,32,6,late,0.02008782792192422,0.22701260626262595,0.8164965809277261,0.9,2,linear,0.0052578803792402845,0.15,0.06,0.5,13,128,3008308,,24,,3,,
1775,PRUNED,4.7875790802558935,3,lean,16,2,32,3,late,0.012528424448337697,0.05809308832936668,0.8164965809277261,1.0,1,linear,0.004199169793619658,0.1,0.06,1.0,10,192,2878190,,24,,0,,
1776,PRUNED,4.731690694166534,3,full,16,1,16,4,midlate,0.011022512148436438,0.2705147385514101,0.75,0.9,1,linear,0.005498886856123689,0.0,0.06,1.0,11,192,2948016,,24,,1,,
1777,COMPLETE,4.208254158496857,3,full,32,4,32,2,late,0.00799036204873813,0.24983682815296807,0.8164965809277261,1.0,1,learned,0.0049334583796210914,0.15,0.06,1.0,11,192,2980500,0.16365963220596313,24,377637.9864795925,2,4.4936065673828125,
1778,PRUNED,4.821552194276122,2,full,24,4,32,3,midlate,0.004158210923744323,0.0730790360059457,0.75,1.0,1,linear,0.004590882370402938,0.1,0.06,1.0,13,128,2983348,,24,,1,,
1779,COMPLETE,4.178659617900848,3,full,32,2,32,6,midlate,0.005971690959913545,0.19906363854718925,1.0,1.0,1,linear,0.00490250902327345,0.1,0.06,1.0,11,192,3030424,0.18541830778121948,24,272077.1448152716,3,4.494194984436035,
1780,PRUNED,4.80291065808923,3,full,32,2,32,6,even,0.004545537124454337,0.03573508191795189,1.25,1.05,1,linear,0.005466520952144712,0.1,0.02,1.0,11,192,3030424,,24,,0,,
1781,COMPLETE,4.208918571472168,3,full,24,4,32,4,midlate,0.0037692978212685215,0.021189034943624452,1.25,1.05,1,linear,0.0046398805753083755,0.1,0.06,1.0,11,192,3018284,0.17282545566558838,24,269167.7816246154,6,4.494053840637207,
1782,PRUNED,4.848718137525916,3,full,32,8,32,4,midlate,0.019581463028668027,0.08955691238612774,1.0,0.9,1,linear,0.003805101293596119,0.1,0.06,0.5,11,192,3097004,,24,,5,,
1783,COMPLETE,4.183736085891724,3,full,32,2,32,6,late,0.01765054275429515,0.19719192629505275,0.8164965809277261,0.9,1,linear,0.005270168761595531,0.15,0.04,0.5,11,192,3030424,0.17774325609207153,24,257336.48000559214,1,4.494194984436035,
1784,PRUNED,4.9308024454785,3,full,24,2,32,6,late,0.02247555856084545,0.09933311539175234,1.0,0.9,1,linear,0.0032429088645159415,0.05,0.06,0.5,11,192,3018280,,24,,0,,
1785,PRUNED,4.809202454422815,3,full,24,2,32,3,late,0.013103849985077637,0.29790684495114267,1.25,1.0,1,head_scalar,0.00438558669321297,0.15,0.06,1.0,11,192,2967970,,24,,0,,
1786,COMPLETE,4.2141987681388855,3,lean,32,2,32,6,even,0.010243257876350297,0.2565882350478916,0.8164965809277261,0.9,1,linear,0.004670662563851536,0.15,0.04,0.5,10,192,2950196,0.1817726492881775,24,303476.96960570215,5,4.4932861328125,
1787,PRUNED,4.826635011778693,3,full,8,1,32,4,midlate,0.017072564552415546,0.2928611280279399,0.75,0.9,1,linear,0.004969108448322137,0.15,0.01,1.0,11,192,2944064,,24,,3,,
1788,COMPLETE,4.208468794822693,3,full,24,2,32,6,late,0.019393232659375818,0.2928618061882387,1.25,1.0,1,linear,0.005148750090998504,0.15,0.02,0.5,11,192,3018280,0.19065767526626587,24,296625.92663286865,2,4.4940690994262695,
1789,COMPLETE,4.216791808605194,2,lean,32,2,32,6,late,0.027416202362983352,0.23166139402275082,0.8164965809277261,0.9,1,linear,0.005248586634194746,0.05,0.06,0.5,12,128,2955372,0.20041513442993164,24,233732.82670578873,0,4.493370056152344,
1790,PRUNED,4.821617316542627,3,full,32,4,32,3,midlate,0.015372835989727204,0.030531179185273687,1.0,0.9,1,linear,0.004339407173634524,0.1,0.06,0.5,11,192,3005464,,24,,6,,
1791,COMPLETE,4.220889866352081,3,full,32,2,32,3,late,0.005898537933591282,0.0910379231209274,1.25,1.05,1,head_scalar,0.0054883152756344195,0.15,0.06,1.0,11,192,2980114,0.06729644536972046,24,281106.09355275484,7,4.493608474731445,
