attention_fraction,attention_placement,cfg,d_conv,d_model,d_state,final_mqar_acc,final_mqar_proxy_ppl,final_wikitext_ppl,head_dim,last_train_loss,learning_rate,mamba_expand,max_grad_norm,mlp_expand,model_type,mqar_acc_step_1000,mqar_acc_step_200,mqar_acc_step_400,mqar_acc_step_600,mqar_acc_step_800,mqar_proxy_ppl_step_1000,mqar_proxy_ppl_step_200,mqar_proxy_ppl_step_400,mqar_proxy_ppl_step_600,mqar_proxy_ppl_step_800,n_layers,n_non_embedding_params,n_params,n_special_layers,number,score,state,transformer_dropout,warmup_ratio,weight_decay,wikitext_ppl_step_1000,wikitext_ppl_step_200,wikitext_ppl_step_400,wikitext_ppl_step_600,wikitext_ppl_step_800
0.0,none,"{""d_conv"": 4, ""d_model"": 192, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,192,,0.0,14521.33205414961,891.8958674706365,32,6.203301429748535,0.001107078160003434,,1.0,2.667,transformer,0.0,0.0,0.0,0.0,0.0,13499.068695960426,22753.419098371778,16480.9580767703,16386.672529827512,13631.54132490675,6,2102784,11752128,0,20,-0.3396674692630768,COMPLETE,0.0,0.0563974699021433,0.019634062929802937,969.6042870113818,1185.4537117160346,983.6230481784271,1105.58705290722,896.2208780103603
,,,,192,,,,,32,,,,,2.0,transformer,,,,,,,,,,,6,,,,21,,PRUNED,0.0,,,,,,,
0.0,none,"{""d_conv"": 2, ""d_model"": 192, ""d_state"": 64, ""mamba_expand"": 1, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",2,192,64,,,,32,,0.0011224308178965138,1,1.0,2.667,mamba_only,,0.0,,,,,73508752.52473104,,,,6,2595894,12245238,0,22,-9.363054513931274,PRUNED,,0.07238427988949589,0.010472189343394153,,11649.919090301995,,,
,,,,128,,,,,32,,,,,2.667,transformer,,,,,,,,,,,6,,,,23,,PRUNED,0.0,,,,,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 192, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,192,,0.0,12368.554430648242,894.9924176536564,32,5.999866008758545,0.00099463150666844,,1.0,2.667,transformer,0.0,0.0,0.0,0.0,0.0,12525.813513231022,14604.884815246847,10624.033483939696,11056.690685664831,12438.961314490718,6,2102784,11752128,0,24,-0.33984076231718063,COMPLETE,0.0,0.05311722628160155,0.03383826054642092,960.6113679711159,1150.8603815835781,996.6751663363967,1095.3669965611123,905.518583566865
0.0,none,"{""d_conv"": 4, ""d_model"": 192, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,192,,,,,32,,0.002973818980199886,,1.0,2.667,transformer,,0.0,,,,,15666.841598328443,,,,6,2102784,11752128,0,25,-7.1184515953063965,PRUNED,0.0,0.054268497733017576,0.028832956699334493,,1234.5373892765676,,,
,,,,384,,,,,32,,,,,2.667,transformer,,,,,,,,,,,12,,,,26,,PRUNED,0.05,,,,,,,
,,,,192,,,,,32,,,,,4.0,transformer,,,,,,,,,,,4,,,,27,,PRUNED,0.1,,,,,,,
0.333,late,,2,384,128,,,,32,,,4,,4.0,mamba_attn,,,,,,,,,,,6,,,,28,,PRUNED,,,,,,,,
0.333,middle,,4,256,64,,,,32,,,3,,2.667,mamba_attn,,,,,,,,,,,2,,,,29,,PRUNED,,,,,,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 12, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 8, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,,,,32,,0.0011312336223092516,,1.0,2.0,transformer,,0.0,,,,,20291.731159432802,,,,12,6358528,19224320,0,30,-7.110172748565674,PRUNED,0.0,0.0559899924678797,0.0002841136749449809,,1224.3590340910962,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 8, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0,43011.37827432223,888.58543595096,32,6.010403156280518,0.0007496068792715,,1.0,3.0,transformer,0.0,0.0,0.0,0.0,0.0,41865.27126196322,12932.894382566285,26494.49839837817,17977.47743867145,31551.455499139025,8,5300736,18166528,0,31,-0.33948154002428055,COMPLETE,0.0,0.04897512550751938,0.0436218472492218,948.0783180393428,1198.7101913271679,1013.2510473132234,1118.0374426856526,892.4469996992275
,,,3,256,128,,,,32,,,2,,3.0,mamba_only,,,,,,,,,,,8,,,,32,,PRUNED,,,,,,,,
,,,,128,,,,,32,,,,,3.0,transformer,,,,,,,,,,,8,,,,33,,PRUNED,0.0,,,,,,,
0.25,late,"{""d_conv"": 4, ""d_model"": 192, ""d_state"": 16, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 4, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [3], ""ska_n_heads"": 6, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",4,192,16,,,,32,,0.0008648521937145988,2,1.0,2.667,mamba_attn,,0.0,,,,,60091379.490840994,,,,4,2023446,11672790,1,34,-10.266099452972412,PRUNED,,0.053107676018206165,0.04657796607187214,,28741.56043293442,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 192, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 6, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 3, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,192,,0.0,16918.19619355481,914.3165676385155,64,6.294273376464844,0.0010273889018861358,,1.0,2.667,transformer,0.0,0.0,0.0,0.0,0.0,16646.7570243418,16773.223632633195,20790.69359373337,13713.321983307926,20368.66418870705,6,2102784,11752128,0,35,-0.34090884327888493,COMPLETE,0.0,0.04802610396517096,0.04290729637388374,964.991744071999,1190.0096040281226,1029.6149672952142,1124.0066923390166,936.0421425657588
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 8, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0,31472.598539083116,858.4331709306866,32,6.19315242767334,0.0008315798040623413,,1.0,3.0,transformer,0.0,0.0,0.0,0.0,0.0,34290.61405943506,21600.43538106709,16438.76363235404,19588.352917536566,30379.800312163952,8,5300736,18166528,0,36,-0.3377554416656494,COMPLETE,0.0,0.06529169550529806,0.03837558702096508,926.5314211318766,1155.9531172538473,975.6938984803065,1066.6382411885716,886.538917397972
,,,,256,,,,,32,,,,,3.0,transformer,,,,,,,,,,,2,,,,37,,PRUNED,0.0,,,,,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 3.0, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 8, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0,21625.49924416028,905.332638298502,32,6.148092746734619,0.0005639774090368106,,1.0,3.0,transformer,0.0,0.0,0.0,0.0,0.0,21703.51465729556,21442.80702417748,12255.085700743675,21495.221583846043,22447.194043614923,8,5300736,18166528,0,38,-0.34041512161493304,COMPLETE,0.0,0.07284339270436252,0.048177274051731604,980.8741709739428,1166.6872751702476,1026.4197440904895,1100.0106305028357,916.8223027943068
,,,,64,,,,,32,,,,,4.0,transformer,,,,,,,,,,,2,,,,39,,PRUNED,0.05,,,,,,,
,,,,384,,,,,32,,,,,4.0,transformer,,,,,,,,,,,8,,,,40,,PRUNED,0.1,,,,,,,
,,,,64,,,,,32,,,,,2.667,transformer,,,,,,,,,,,6,,,,41,,PRUNED,0.0,,,,,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0,14280.937831374808,862.9045337267511,64,5.956374645233154,0.001034766076664959,,1.0,2.667,transformer,0.0,0.0,0.0,0.0,0.0,15977.792656165722,13055.02911012721,16360.688911090203,14429.447564079544,16069.725592323623,8,5038080,17903872,0,42,-0.33801520317792894,COMPLETE,0.0,0.061101989518015536,0.0295881967451648,928.7592441376684,1175.7906204404524,982.9242102865247,1064.1901771180874,876.8480267164757
0.0,none,"{""d_conv"": 3, ""d_model"": 192, ""d_state"": 128, ""mamba_expand"": 3, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 3, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",3,192,128,,,,64,,0.0010397165439742315,3,1.0,2.667,mamba_only,,0.0,,,,,560561.5543751025,,,,8,5458520,15107864,0,43,-9.383373022079468,PRUNED,,0.06710951194525702,0.027241807132049104,,11889.049223188451,,,
0.0,none,"{""d_conv"": 4, ""d_model"": 256, ""d_state"": 32, ""mamba_expand"": 2, ""max_seq_len"": 128, ""mlp_expand"": 2.667, ""mlp_gated"": false, ""mlp_spectral_norm"": true, ""n_layers"": 8, ""ska_backend"": ""auto"", ""ska_chunk_size"": 64, ""ska_chunk_strategy"": ""standard"", ""ska_decay_alpha"": 0.95, ""ska_layer_indices"": [], ""ska_n_heads"": 4, ""ska_overlap_fraction"": 0.5, ""ska_power_K"": 2, ""ska_rank"": 32, ""ska_ridge"": 0.001, ""ska_scale"": 1.5, ""tie_embeddings"": true, ""vocab_size"": 50257}",,256,,0.0,31714.601555385976,851.7063391551341,64,6.230883598327637,0.001011833467435943,,1.0,2.667,transformer,0.0,0.0,0.0,0.0,0.0,31489.891703082456,13831.003321173313,13173.492084401607,30058.870445496843,26546.29603272377,8,5038080,17903872,0,44,-0.33736208975315096,COMPLETE,0.0,0.0668806134700048,0.028949643609076165,910.6586196564272,1141.1749148670704,1000.9136562140518,1077.6805337412218,879.964527116812
